         88129 function calls (86995 primitive calls) in 0.202 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.000    0.000 fromnumeric.py:2974(_prod_dispatcher)
        2    0.000    0.000    0.000    0.000 core.py:1987(feature_types)
        6    0.000    0.000    0.000    0.000 base.py:3211(_validate_sort_keyword)
        4    0.000    0.000    0.000    0.000 range.py:463(__iter__)
       12    0.000    0.000    0.000    0.000 base.py:363(ndim)
        6    0.000    0.000    0.000    0.000 base.py:974(dtype)
        3    0.000    0.000    0.000    0.000 {method '_get_cat_feature_indices' of '_catboost._CatBoost' objects}
        9    0.000    0.000    0.000    0.000 ufunclike.py:14(_dispatcher)
        2    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        9    0.000    0.000    0.000    0.000 range.py:315(step)
        9    0.000    0.000    0.000    0.000 shape_base.py:19(_atleast_1d_dispatcher)
        1    0.000    0.000    0.000    0.000 callback.py:290(_reset_storages)
        3    0.000    0.000    0.000    0.000 {method '_get_text_feature_indices' of '_catboost._CatBoost' objects}
        8    0.000    0.000    0.000    0.000 multiarray.py:669(result_type)
        2    0.000    0.000    0.000    0.000 basic.py:282(_is_numpy_column_array)
        1    0.000    0.000    0.000    0.000 enum.py:797(__getitem__)
        2    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
        9    0.000    0.000    0.000    0.000 range.py:298(stop)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 basic.py:1045(__del__)
        2    0.000    0.000    0.000    0.000 series.py:914(__len__)
        2    0.000    0.000    0.000    0.000 core.py:960(_check_label_shape)
        2    0.000    0.000    0.000    0.000 basic.py:372(_is_pyarrow_table)
        2    0.000    0.000    0.000    0.000 basic.py:290(_cast_numpy_array_to_dtype)
        1    0.000    0.000    0.000    0.000 {method '_get_tree_count' of '_catboost._CatBoost' objects}
        2    0.000    0.000    0.000    0.000 basic.py:3043(get_label)
        3    0.000    0.000    0.000    0.000 core.py:2167(_process_feature_indices)
        2    0.000    0.000    0.000    0.000 typing.py:1227(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.addressof}
        2    0.000    0.000    0.000    0.000 core.py:953(_check_label_empty)
        2    0.000    0.000    0.000    0.000 {method 'num_row' of '_catboost._PoolBase' objects}
        2    0.000    0.000    0.000    0.000 {method '_has_leaf_weights_in_model' of '_catboost._CatBoost' objects}
        1    0.000    0.000    0.000    0.000 basic.py:3560(_free_buffer)
        2    0.000    0.000    0.000    0.000 basic.py:2749(set_categorical_feature)
        2    0.000    0.000    0.000    0.000 basic.py:2575(update)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:584(_transpose_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 callback.py:456(after_training)
        1    0.000    0.000    0.000    0.000 basic.py:1951(_free_handle)
        2    0.000    0.000    0.000    0.000 basic.py:2597(_reverse_update_params)
        2    0.000    0.000    0.000    0.000 basic.py:2783(_set_predictor)
        2    0.000    0.000    0.000    0.000 core.py:1526(plot_wrapper)
        2    0.000    0.000    0.000    0.000 core.py:946(_check_label_type)
        1    0.000    0.000    0.000    0.000 {method '_get_n_features_in' of '_catboost._CatBoost' objects}
        3    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x122f6e340}
        1    0.000    0.000    0.000    0.000 core.py:1511(_get_train_dir)
        1    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        2    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 range.py:231(_constructor)
        3    0.000    0.000    0.000    0.000 concat.py:770(_maybe_check_integrity)
        1    0.000    0.000    0.000    0.000 core.py:1664(_get_loss_function_for_train)
        1    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 function_base.py:393(_average_dispatcher)
        3    0.000    0.000    0.000    0.000 core.py:2114(_cast_value_to_list_of_strings)
        1    0.000    0.000    0.000    0.000 typing.py:166(_type_convert)
        2    0.000    0.000    0.000    0.000 shape_base.py:508(_expand_dims_dispatcher)
        1    0.000    0.000    0.000    0.000 enum.py:1279(value)
        2    0.000    0.000    0.000    0.000 callback.py:53(__init__)
        1    0.000    0.000    0.000    0.000 {method 'has_label' of '_catboost._PoolBase' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:1369(disable)
        2    0.000    0.000    0.000    0.000 training.py:31(_configure_custom_metric)
        1    0.000    0.000    0.000    0.000 basic.py:3764(set_train_data_name)


